"Pt-0","false","Infinity","Infinity","0.5000000000004547","1005.6904761904764"
"Pt-1","false","Infinity","Infinity","661.8095238095243","265.02380952380975"
"Pt-2","false","Infinity","Infinity","1905.0714285714294","26.95238095238119"
"Pt-3","false","Infinity","Infinity","5608.404761904762","503.0952380952383"
"Pt-4","false","Infinity","Infinity","8438.809523809523","2116.6904761904766"
"Pt-5","false","Infinity","Infinity","9946.59523809524","5502.5952380952385"
"Pt-6","false","Infinity","Infinity","9311.738095238095","6798.761904761905"
"Pt-7","false","Infinity","Infinity","8994.309523809523","8941.404761904761"
"Pt-8","false","Infinity","Infinity","6983.928571428572","9893.690476190477"
"Pt-9","false","Infinity","Infinity","5555.500000000001","9973.047619047618"
"Pt-10","false","Infinity","Infinity","3386.4047619047624","8676.880952380952"
"Pt-11","false","Infinity","Infinity","1957.9761904761908","9470.452380952382"
"Pt-12","false","Infinity","Infinity","26.95238095238119","9920.142857142857"
"Pt-13","false","Infinity","Infinity","26.05254385662147","6849.248163250257"
"Pt-14","false","Infinity","Infinity","27.31313896199981","4256.915136416881"
