"Pt-0","false","Infinity","Infinity","33.22585607565452","1288.257147600664"
"Pt-1","false","Infinity","Infinity","854.7255612583717","416.71737605436414"
"Pt-2","false","Infinity","Infinity","2098.6570814612724","22.035934966585426"
"Pt-3","false","Infinity","Infinity","7492.965644431534","1195.0700062766855"
"Pt-4","false","Infinity","Infinity","9947.170032559341","4664.489600900805"
"Pt-5","false","Infinity","Infinity","9202.476054615014","7043.947207274292"
"Pt-6","false","Infinity","Infinity","7188.65148454825","9077.375888706058"
"Pt-7","false","Infinity","Infinity","5838.686793588159","9604.140006474852"
"Pt-8","false","Infinity","Infinity","2830.9047619047624","9920.142857142857"
"Pt-9","false","Infinity","Infinity","2161.945383999905","9518.561381086953"
"Pt-10","false","Infinity","Infinity","73.9559080764916","8483.38398575015"
