"Pt-0","false","Infinity","Infinity","0.5000000000004547","1222.6000000000001"
"Pt-1","false","Infinity","Infinity","583.7750000000005","333.8000000000004"
"Pt-2","false","Infinity","Infinity","1833.6500000000005","56.05000000000035"
"Pt-3","false","Infinity","Infinity","6605.6648553559035","774.6111010545328"
"Pt-4","false","Infinity","Infinity","9959.821428571428","4195.704633204633"
"Pt-5","false","Infinity","Infinity","9471.775","6583.175"
"Pt-6","false","Infinity","Infinity","8194.125","8249.675000000001"
"Pt-7","false","Infinity","Infinity","5638.825000000001","9610.65"
"Pt-8","false","Infinity","Infinity","2333.6000000000004","10027.275"
"Pt-9","false","Infinity","Infinity","83.82500000000073","8555.2"
"Pt-10","false","Infinity","Infinity","26.95238095238119","6983.928571428572"
