"Pt-0","false","Infinity","Infinity","26.95238095238119","979.2380952380955"
"Pt-1","false","Infinity","Infinity","635.3571428571431","317.9285714285717"
"Pt-2","false","Infinity","Infinity","1957.9761904761908","26.95238095238119"
"Pt-3","false","Infinity","Infinity","5264.52380952381","370.83333333333354"
"Pt-4","false","Infinity","Infinity","8544.61904761905","1799.261904761905"
"Pt-5","false","Infinity","Infinity","10025.952380952382","4391.5952380952385"
"Pt-6","false","Infinity","Infinity","9364.642857142859","6798.761904761905"
"Pt-7","false","Infinity","Infinity","8862.047619047618","8888.5"
"Pt-8","false","Infinity","Infinity","7116.190476190476","9708.52380952381"
"Pt-9","false","Infinity","Infinity","5285.69235731822","9973.353963042366"
"Pt-10","false","Infinity","Infinity","3412.857142857143","8888.5"
"Pt-11","false","Infinity","Infinity","1508.2857142857147","9073.666666666666"
"Pt-12","false","Infinity","Infinity","53.40476190476238","9576.261904761905"
"Pt-13","false","Infinity","Infinity","26.05254385662147","6849.248163250257"
"Pt-14","false","Infinity","Infinity","27.31313896199981","4256.915136416881"
