"Pt-0","false","Infinity","Infinity","0.5000000000004547","1243.761904761905"
"Pt-1","false","Infinity","Infinity","714.7142857142862","344.38095238095264"
"Pt-2","false","Infinity","Infinity","1931.52380952381","26.95238095238119"
"Pt-3","false","Infinity","Infinity","5476.142857142858","423.73809523809547"
"Pt-4","false","Infinity","Infinity","8333.0","1772.809523809524"
"Pt-5","false","Infinity","Infinity","9999.5","4391.5952380952385"
"Pt-6","false","Infinity","Infinity","9496.904761904763","7222.0"
"Pt-7","false","Infinity","Infinity","8597.52380952381","9285.285714285714"
"Pt-8","false","Infinity","Infinity","6719.404761904762","9946.595238095239"
"Pt-9","false","Infinity","Infinity","5423.238095238096","9946.595238095239"
"Pt-10","false","Infinity","Infinity","3889.0","8862.047619047618"
"Pt-11","false","Infinity","Infinity","2143.142857142858","9364.642857142857"
"Pt-12","false","Infinity","Infinity","53.40476190476238","9602.714285714286"
"Pt-13","false","Infinity","Infinity","26.05254385662147","6849.248163250257"
"Pt-14","false","Infinity","Infinity","27.31313896199981","4256.915136416881"
