"Pt-0","false","Infinity","Infinity","39.4069820073596","911.1762519926389"
"Pt-1","false","Infinity","Infinity","967.0119250644311","332.05190919280153"
"Pt-2","false","Infinity","Infinity","2211.156001147396","44.871086010090025"
"Pt-3","false","Infinity","Infinity","6230.526881573864","506.82946588943935"
"Pt-4","false","Infinity","Infinity","9001.475331493231","2657.9383313713233"
"Pt-5","false","Infinity","Infinity","10024.31450511856","5544.382652622304"
"Pt-6","false","Infinity","Infinity","9251.06403065801","7552.41325763375"
"Pt-7","false","Infinity","Infinity","8346.601674978869","9216.160893143717"
"Pt-8","false","Infinity","Infinity","6677.849172029346","9951.738519917953"
"Pt-9","false","Infinity","Infinity","5646.291842218989","9922.138039069632"
"Pt-10","false","Infinity","Infinity","3055.5043293306103","9411.634221719785"
"Pt-11","false","Infinity","Infinity","2552.104194798196","9674.623049835629"
"Pt-12","false","Infinity","Infinity","65.43051599986302","9719.93954057093"
