"Pt-0","false","Infinity","Infinity","1296.666666666667","2037.3333333333335"
"Pt-1","false","Infinity","Infinity","556.0000000000005","529.5476190476193"
"Pt-2","false","Infinity","Infinity","2196.0476190476193","26.95238095238119"
"Pt-3","false","Infinity","Infinity","5132.2619047619055","265.02380952380975"
"Pt-4","false","Infinity","Infinity","8068.476190476192","1640.5476190476193"
"Pt-5","false","Infinity","Infinity","9995.068890500363","4543.461445491903"
"Pt-6","false","Infinity","Infinity","9444.0","5899.380952380952"
"Pt-7","false","Infinity","Infinity","8703.333333333332","7169.0952380952385"
"Pt-8","false","Infinity","Infinity","7698.142857142858","7909.761904761905"
"Pt-9","false","Infinity","Infinity","6084.547619047619","8227.190476190477"
"Pt-10","false","Infinity","Infinity","4920.642857142858","7460.071428571428"
"Pt-11","false","Infinity","Infinity","4418.047619047619","6243.261904761905"
"Pt-12","false","Infinity","Infinity","3386.4047619047624","7592.333333333333"
"Pt-13","false","Infinity","Infinity","2513.476190476191","9523.357142857143"
"Pt-14","false","Infinity","Infinity","26.95238095238119","9893.690476190477"
"Pt-15","false","Infinity","Infinity","0.5000000000004547","7195.547619047619"
"Pt-16","false","Infinity","Infinity","53.40476190476238","4735.476190476191"
