"Pt-0","false","Infinity","Infinity","31.786318588349786","971.7186366932566"
"Pt-1","false","Infinity","Infinity","794.0714285714289","265.02380952380975"
"Pt-2","false","Infinity","Infinity","2248.9523809523816","0.5000000000002375"
"Pt-3","false","Infinity","Infinity","5687.7619047619055","397.2857142857145"
"Pt-4","false","Infinity","Infinity","8544.61904761905","1984.4285714285716"
"Pt-5","false","Infinity","Infinity","9973.047619047618","4894.190476190476"
"Pt-6","false","Infinity","Infinity","9602.714285714286","6560.690476190476"
"Pt-7","false","Infinity","Infinity","8974.57094512932","8920.860526951898"
"Pt-8","false","Infinity","Infinity","7063.285714285715","9946.595238095239"
"Pt-9","false","Infinity","Infinity","6031.642857142858","9973.047619047618"
"Pt-10","false","Infinity","Infinity","3756.7380952380954","8544.619047619048"
"Pt-11","false","Infinity","Infinity","2143.142857142858","9364.642857142857"
"Pt-12","false","Infinity","Infinity","58.641527677061276","9833.937635968092"
"Pt-13","false","Infinity","Infinity","26.05254385662147","6849.248163250257"
"Pt-14","false","Infinity","Infinity","27.31313896199981","4256.915136416881"
